iter	RMSE
0	0.1550423131
1	0.1478995955
2	0.1411634057
3	0.1347438475
4	0.1286497863
5	0.1229927013
6	0.1174340754
7	0.1123002589
8	0.1073176577
9	0.1025975052
10	0.09808475994
11	0.09377202223
12	0.08965465751
13	0.08569090882
14	0.08205981278
15	0.07851113807
16	0.0751519098
17	0.07190790195
18	0.06894643147
19	0.06616239835
20	0.06348083693
21	0.06092659618
22	0.05848434687
23	0.05614701514
24	0.05391341717
25	0.05184119408
26	0.04996616977
27	0.04808141347
28	0.04629718501
29	0.0446372041
30	0.04307201948
31	0.04152070425
32	0.04009210716
33	0.03871829412
34	0.03742460944
35	0.03619037094
36	0.03500160605
37	0.03392160571
38	0.03284269412
39	0.03185099066
40	0.03091875847
41	0.03002198738
42	0.02916371643
43	0.02836711232
44	0.02764075288
45	0.02694486853
46	0.02630650352
47	0.02568278076
48	0.02506333069
49	0.02450249218
50	0.02396357231
51	0.02344218859
52	0.02298135505
53	0.02250669955
54	0.02207051407
55	0.0216231922
56	0.02124883717
57	0.02086373007
58	0.0205324782
59	0.02023964974
60	0.01993853365
61	0.01963138923
62	0.01934151728
63	0.01906162112
64	0.01881369063
65	0.01856467981
66	0.01833477525
67	0.01813094214
68	0.01792793099
69	0.01774009051
70	0.01758984314
71	0.01741341205
72	0.0172467189
73	0.01711130838
74	0.01696320351
75	0.01683873086
76	0.01670787044
77	0.01659309974
78	0.01648387769
79	0.01636357714
80	0.01623904311
81	0.01613006845
82	0.0160486073
83	0.01594742554
84	0.01586266482
85	0.01579429761
86	0.0157246812
87	0.01564302556
88	0.01557777059
89	0.01551642974
90	0.01543631101
91	0.01536618414
92	0.01530591335
93	0.01525115276
94	0.01519392763
95	0.01514036638
96	0.01508477874
97	0.0150402484
98	0.01499983787
99	0.01494580913
100	0.0149017775
101	0.01485598224
102	0.01481083602
103	0.01476909429
104	0.01473046158
105	0.01468369218
106	0.01465311334
107	0.01461701651
108	0.01458268841
109	0.01454658302
110	0.01451633247
111	0.01448427479
112	0.01446411026
113	0.01443936659
114	0.01440859235
115	0.01437759574
116	0.01433926903
117	0.0143111697
118	0.01428359406
119	0.01425558205
120	0.01422978568
121	0.01420319038
122	0.01417866937
123	0.01415995225
124	0.01414163527
125	0.01411514619
126	0.01408947732
127	0.01406789206
128	0.01404711131
129	0.01402818774
130	0.01401709424
131	0.01399662123
132	0.01397370949
133	0.01395411831
134	0.01393785516
135	0.01392263344
136	0.01390137665
137	0.01387830503
138	0.01386216818
139	0.0138377813
140	0.01382010501
141	0.01379913746
142	0.01378201301
143	0.01376745414
144	0.01374635813
145	0.01373085032
146	0.01371773345
147	0.01370215691
148	0.0136866229
149	0.0136733914
150	0.01365757558
151	0.01364533121
152	0.01363287728
153	0.01361696533
154	0.01360164047
155	0.01358849851
156	0.01357175469
157	0.0135630747
158	0.01355239838
159	0.01354269655
160	0.01353204926
161	0.01352044791
162	0.01350829603
163	0.01349308658
164	0.013479828
165	0.01346951189
166	0.0134605901
167	0.01344508065
168	0.01343512855
169	0.01342236448
170	0.01341368869
171	0.01340080711
172	0.01338984974
173	0.01338040265
174	0.01337237349
175	0.01336275279
176	0.0133508608
177	0.01334177208
178	0.01333165872
179	0.01331796763
180	0.01330919839
181	0.01330228582
182	0.01329429422
183	0.01328613019
184	0.01327638386
185	0.01327086405
186	0.01326054941
187	0.01324961627
188	0.0132406871
189	0.01322901955
190	0.01322081678
191	0.0132099681
192	0.01320413789
193	0.01319167328
194	0.01318276222
195	0.01317435019
196	0.01316241179
197	0.0131595295
198	0.01315205672
199	0.01314078966
200	0.01313376915
201	0.01312573476
202	0.01311631636
203	0.01310908691
204	0.01309861487
205	0.01309001299
206	0.01307896551
207	0.0130725075
208	0.01306476558
209	0.01305809719
210	0.01304968964
211	0.01304111942
212	0.01303160739
213	0.01302364871
214	0.01301561707
215	0.01300923993
216	0.01300176048
217	0.0129953977
218	0.01298729627
219	0.01298086167
220	0.01297353342
221	0.01296537827
222	0.01295809903
223	0.01295145375
224	0.01294621508
225	0.01293958199
226	0.01293377012
227	0.01292658043
228	0.01291998231
229	0.01291137744
230	0.01290445427
231	0.01289829188
232	0.01289192674
233	0.01288357175
234	0.01287687824
235	0.01287077632
236	0.0128664896
237	0.01285991937
238	0.01285439519
239	0.01284849112
240	0.01284307253
241	0.01283836328
242	0.0128314966
243	0.01282631278
244	0.01281974004
245	0.01281363883
246	0.01280622675
247	0.01280157574
248	0.01279459879
249	0.01278970799
250	0.01278333166
251	0.01277721871
252	0.01276944374
253	0.01276394317
254	0.01276001994
255	0.01275306132
256	0.01274694656
257	0.01274171402
258	0.01273618404
259	0.0127319205
260	0.01272644666
261	0.01272060113
262	0.01271638074
263	0.01271235999
264	0.01270663494
265	0.0127021771
266	0.012697373
267	0.0126916633
268	0.01268773078
269	0.0126816755
270	0.0126762055
271	0.01267178526
272	0.01266756904
273	0.01266235467
274	0.01265792642
275	0.0126527104
276	0.01264920919
277	0.01264325872
278	0.01263869465
279	0.01263374954
280	0.01262935287
281	0.01262453095
282	0.01262052217
283	0.01261658192
284	0.01261229139
285	0.01260852252
286	0.01260391944
287	0.01259923218
288	0.01259441252
289	0.01258898089
290	0.01258649059
291	0.01258260215
292	0.01257868343
293	0.01257616216
294	0.01257278357
295	0.01256894741
296	0.01256488669
297	0.01256019755
298	0.0125545615
299	0.01254962152
300	0.01254522375
301	0.01254190592
302	0.01253988096
303	0.01253790402
304	0.01253505441
305	0.01253158325
306	0.01252983699
307	0.01252601855
308	0.01252204822
309	0.01251798685
310	0.01251469402
311	0.01251123088
312	0.0125065311
